Age,Income,Education_Level,Credit_Score,Purchase_Amount,Satisfaction_Score,Product_Category,Region,Is_Returning_Customer,Website_Visit_Frequency,Time_on_Website_Minutes,Membership_Status,Churn,Spending_Score,Polynomial_Target,Education_Level_Code,Product_Category_Code,Region_Code,Membership_Status_Code
59,53816.31264951819,Bachelor,691.161945706458,117.02798656912744,6,Home,West,0,6,14.267797106426537,Gold,1,15849.897176069035,1941.9766264930108,1,2,3,2
21,55064.039931128034,Master,677.2552999691857,138.16143788542448,2,Clothing,South,0,4,16.08350572403284,Silver,0,33077.98091451217,2590.2931065471807,2,1,1,1
46,43821.84550816299,High School,694.2777037428829,154.35577075702247,4,Home,West,0,7,21.38627475487045,None,0,9576.438182880522,2025.483037010943,0,2,3,0
35,42685.906638912595,Master,706.0561214189669,160.32667189519884,6,Clothing,North,0,6,10.35693933415503,Platinum,1,23099.634656231283,1555.8148218393374,2,1,0,3
43,43511.627182705684,High School,712.2607792975028,120.75817679298105,5,Home,East,0,6,11.85573406728608,Silver,1,21007.537718411004,172.49180011325325,0,2,2,1
61,55916.78213567445,Bachelor,707.7802233001725,291.73123003214937,3,Home,East,1,6,22.118205350183644,Platinum,1,33235.154365928065,2951.4234657996476,1,2,2,3
51,43685.232787696055,Master,684.4790340627625,180.58591997226262,8,Sports,East,1,2,9.204760617797346,Silver,1,20706.740072318626,2522.636177195729,2,3,2,1
27,54346.62285344619,PhD,670.1330789846337,226.43787262676597,7,Clothing,East,1,4,18.634262495352512,Silver,1,35264.579740811154,2863.0241851217943,3,1,2,1
53,81131.01197968159,High School,672.4363358173244,157.22364751897396,3,Home,West,0,2,14.55676108601151,Platinum,0,39586.01387067477,1830.5064533153054,0,2,3,3
31,63066.87055147538,Master,670.2545859823659,63.45475245886121,6,Electronics,East,0,4,16.940368668932127,Gold,0,37345.179785407214,2298.032922213206,2,0,2,2
48,45109.647017482384,PhD,736.6885048433533,220.25430187935666,4,Home,West,0,4,10.943144484886025,Gold,1,15143.641361221424,1337.0079220698449,3,2,3,2
65,68018.20883245918,Master,709.6778361140431,56.580876843516734,5,Home,South,1,3,18.535881437069317,None,0,21558.91615079355,1352.6967015147393,2,2,1,0
32,43878.86940467673,Master,532.980568266786,194.85244654358985,5,Electronics,East,0,5,11.728957652336458,Platinum,0,21898.373900995208,1658.798389471186,2,0,2,3
25,19428.13197233219,Master,712.795038826488,97.37637208753921,7,Clothing,West,1,6,7.902005182720114,None,0,1831.084134885119,2859.3069222191293,2,1,3,0
31,34878.70533623894,High School,689.7368097359388,349.0456999423106,5,Sports,East,0,4,17.400195756050337,Silver,0,17219.720180099346,1666.3259261727121,0,3,2,1
40,21938.121184612166,PhD,679.0645621777052,268.35220416310415,3,Sports,East,0,4,2.4845563825520145,None,0,8983.082671246935,1905.914073692519,3,3,2,0
57,44727.297739380374,Bachelor,660.5740773455557,207.93153434536103,10,Sports,East,0,2,12.159990899408598,Silver,1,25429.365269466998,2282.344821879831,1,3,2,1
38,50276.27568784328,High School,736.2056359993006,294.77800082410016,5,Electronics,West,1,9,16.455690490176355,Platinum,1,18996.268005539325,1979.7426981903911,0,0,3,3
33,75146.55968412924,High School,727.3763231061429,136.52630169006983,7,Home,North,0,9,18.78890072186955,Platinum,0,39876.54968431113,2958.237236623321,0,2,0,3
62,54903.910606462436,High School,641.3561166088195,240.76095340025697,5,Clothing,East,1,8,21.132595981257754,Platinum,0,30931.701988243418,1326.331747912262,0,1,2,3
35,46713.49206786704,Bachelor,700.3526143562268,214.9857825289035,5,Home,East,0,6,23.88772441738825,Platinum,1,22448.22103033257,2047.2428341451737,1,2,2,3
64,62441.083717752335,PhD,631.4171632729357,219.80150610002525,9,Sports,South,0,8,22.358741098594074,None,1,33771.69723943357,2563.827773567319,3,3,1,0
41,16832.970364881723,PhD,611.0190917605535,295.4265125080076,3,Home,North,1,4,15.957739767494662,Silver,1,2603.6406576293193,320.8205992240071,3,2,0,1
43,53534.21837162849,PhD,648.6641387705017,254.93690770848517,6,Electronics,West,0,7,20.62808888666443,Gold,1,24993.83213845648,2235.949436372332,3,0,3,2
42,61562.9779083045,Master,723.119673619138,221.65427471187675,1,Electronics,South,0,6,15.880565588047618,Platinum,0,24191.13681284977,3308.4242545124653,2,0,1,3
62,27821.206313302377,Master,727.6562522688043,75.8834422828778,10,Clothing,East,0,6,18.42952813231134,Platinum,1,25724.46581189033,1723.9091913414695,2,1,2,3
58,67156.31064810394,Master,705.6542710048647,127.99652785404022,5,Clothing,South,0,7,12.003267924054265,Silver,1,39862.12471860455,961.358339164419,2,1,1,1
46,55077.44611241621,Bachelor,716.2547893423998,190.7968299803207,8,Sports,South,1,2,17.310379079990703,Gold,0,34879.319444009976,2448.633297548463,1,3,1,2
32,43770.681291487985,Master,705.8089143557479,207.00292807074885,5,Clothing,East,1,7,12.633768888613027,Platinum,1,27097.53534832873,2121.8872767035155,2,1,2,3
62,59491.72799159427,Bachelor,647.9259202388524,115.23472064945571,9,Home,North,0,6,14.132279637391301,Gold,1,26550.067792635222,3596.846725263404,1,2,0,2
18,84060.39286706594,PhD,701.5961272336971,380.87575066838156,6,Electronics,North,0,6,17.326144482297316,Platinum,1,34477.589776403714,2380.0679532987647,3,0,0,3
42,52727.99382587743,Master,720.0204762613841,313.729554144018,8,Electronics,South,1,6,25.456895386955832,None,1,23363.63136786781,1022.8529035170505,2,0,1,0
24,53723.30879450504,Master,717.7145664906787,245.15887402943628,10,Electronics,East,0,5,16.973852001500983,None,1,29338.188767401196,948.8517966710144,2,0,2,0
26,43109.58650689634,High School,739.4456685737322,205.40276459628086,8,Clothing,West,1,7,14.94146033243749,Gold,0,19243.529474248375,2797.4190896544983,0,1,3,2
41,37252.33445802813,Bachelor,715.4151923600532,184.08432725741363,3,Electronics,South,0,5,10.841118951520498,Silver,0,7552.1992002628285,2320.011825358322,1,0,1,1
18,62455.03724816369,PhD,697.5724103770791,128.60611549833231,7,Electronics,West,1,9,19.48100792335318,Silver,0,34142.89340567467,1884.180564453343,3,0,3,1
61,37158.74261136699,High School,733.5075119158214,205.81103888891468,7,Electronics,South,1,6,13.322700015452266,None,0,9708.321759566024,2239.4882044705573,0,0,1,0
25,51073.49355829089,High School,678.673937037547,219.3314405107063,10,Sports,South,1,5,16.87076329493538,Silver,0,22525.047012533512,2379.435887980873,0,3,1,1
41,42835.13829852325,PhD,635.9062674386141,106.86795683887817,6,Sports,East,1,3,18.509711294002017,Silver,1,29196.490930330627,2335.9199258441768,3,3,2,1
28,57184.697386195876,High School,671.8466518028118,225.06323129336732,7,Clothing,East,0,10,21.32054554281251,Silver,1,29037.682383039722,432.92285727685703,0,1,2,1
68,55004.931579304226,Bachelor,642.7548677596775,188.35557133814385,2,Electronics,West,0,3,19.211862395098272,Gold,1,32945.760967490365,3339.0970151707816,1,0,3,2
34,65563.0991638685,Bachelor,646.2410862512809,56.91443315919568,9,Clothing,West,1,4,8.882709837467178,Gold,1,33595.64929904015,3229.2107329852915,1,1,3,2
25,42349.75401717879,Master,672.7740664642241,135.47112419153734,10,Electronics,North,1,4,6.414007700536908,Silver,1,15210.365069558331,3747.6284061352944,2,0,0,1
52,45951.87597059943,High School,640.3790039500019,168.97958499337668,10,Electronics,East,1,5,18.507358583258792,None,1,25722.52163823569,3603.005555544417,0,0,2,0
52,35318.54426326539,Master,664.601923518048,341.57657430051427,1,Electronics,South,1,8,15.430021975799985,Silver,1,16503.144435587394,3432.94576736418,2,0,1,1
50,43335.60109885833,High School,585.3192666523107,241.74148434003186,1,Clothing,South,0,2,16.957347964351882,Platinum,1,14278.648205272395,1713.51385855436,0,1,1,3
22,55659.50739567279,Bachelor,690.6646853686469,99.83888231750815,3,Clothing,North,1,12,23.59878788075549,None,1,18801.440090780045,2239.76947748703,1,1,0,0
59,61354.829249680275,Bachelor,680.0602737681112,236.4527217063228,3,Electronics,East,1,4,11.917059553947478,Gold,1,31673.760897481796,3220.0987916363683,1,0,2,2
56,36167.52013733562,Bachelor,639.1455684465905,83.95220082962258,1,Home,South,1,2,21.457046215645768,Platinum,1,27830.48525804268,232.84776458980787,1,2,1,3
58,63044.088801584905,High School,712.9622834216202,281.2018290415305,7,Clothing,North,1,3,11.966683780350769,Silver,1,25200.775955227968,1827.7211680273144,0,1,0,1
45,70334.56788207426,Bachelor,726.8785068813279,164.6656511136591,4,Sports,North,1,1,22.826343712955335,Silver,1,29402.427138156225,272.1290529072553,1,3,0,1
24,56201.523548355515,High School,599.6220067815512,192.97728584456218,10,Clothing,South,1,8,18.752592420787767,None,0,29249.743558389124,2217.8816340381127,0,1,1,0
26,78151.937188371,Master,641.8637610716893,299.4347485656642,2,Electronics,South,1,8,7.464359885424243,None,1,31666.33036343266,3203.4079398423805,2,0,1,0
25,38393.1620134464,High School,641.5428825106351,103.46273235618125,10,Home,West,0,6,12.913606514121858,Silver,0,31086.82475431761,1956.2983145594787,0,2,3,1
29,31330.179450328746,Master,633.0048449445568,95.21613611652566,5,Electronics,East,1,3,24.57834029232761,Silver,1,10396.735026585287,1369.8767903656994,2,0,2,1
51,23319.19626643582,High School,721.4737420965874,156.23005052404963,6,Sports,West,1,5,23.950959086893214,None,1,8264.886473453238,2288.2650134001783,0,3,3,0
50,72440.66467233775,Master,670.3086930613598,277.87841382644876,9,Clothing,North,1,5,18.021106944940517,Platinum,1,31297.624915548993,2412.461165182643,2,1,0,3
65,59815.484845310864,Bachelor,666.7742579344695,86.04904433923681,4,Clothing,South,0,5,16.77117367264604,Gold,0,34681.54666256828,2580.4468294452,1,1,1,2
40,49166.229936343174,Master,579.8068817796623,-12.411669858292669,2,Electronics,West,0,3,16.198673363207245,None,0,35454.3627149158,745.060496896911,2,0,3,0
41,54199.529394797304,Bachelor,711.7709015104613,166.1630856193251,5,Electronics,North,0,9,17.185138284517258,Platinum,1,23763.54327639543,2206.5853938759114,1,0,0,3
54,33117.66429052435,Bachelor,618.0370802573264,241.38055999331903,3,Sports,East,1,6,14.29599770179244,Silver,1,20011.71930011352,2205.768106643746,1,3,2,1
52,86686.27969425239,Master,682.9966315133164,290.0196312304122,2,Home,South,1,7,21.055096296871007,Gold,1,35953.60544369662,2958.6950010506325,2,2,1,2
61,51938.31772962841,High School,693.8688468979096,165.26289784359508,1,Sports,West,1,5,17.889249323339595,Platinum,1,29865.528462016577,1991.4914663751329,0,3,3,3
57,51640.92191907339,High School,748.0329297919326,169.14300446629983,10,Home,East,0,4,10.173223572321842,Gold,0,34692.26452052115,4014.1241048449647,0,2,2,2
39,60886.49935848038,PhD,614.5589800440443,286.54255506918105,2,Clothing,West,1,4,18.274958939310554,Gold,0,36785.031685235015,2039.4352493310512,3,1,3,2
44,57215.1384760507,High School,529.0243922089587,59.76937252284347,6,Home,North,0,3,15.824920905648316,Gold,1,29331.690409731436,1495.5200966300847,0,2,0,2
52,53358.26036418697,PhD,689.1924772376848,170.8609418612743,8,Home,East,0,11,13.437690744126195,Platinum,0,21735.062967047023,1007.2848106271341,3,2,2,3
18,38142.88316832032,High School,770.0255590755427,214.28179174437932,3,Clothing,West,0,4,24.49263426678034,Platinum,0,19155.297752919192,1428.5431991414214,0,1,3,3
52,57072.025357039936,High School,741.9473176469719,233.69140409637757,9,Clothing,East,0,6,15.518852605403792,Silver,1,27101.56614264348,1211.414240788578,0,1,2,1
54,78230.3674471255,Bachelor,690.4829707637313,161.7644980106838,9,Clothing,North,0,8,5.215801342880418,Gold,1,37041.726527428065,1865.5790379003404,1,1,0,2
64,70181.30069232467,PhD,655.4181907183977,202.58307587793811,2,Sports,East,1,4,13.793310637633688,None,1,35203.399607272,3776.326486819946,3,3,2,0
31,73897.79939959096,High School,720.3561298318655,13.37544849402579,8,Clothing,West,1,10,19.967442346244624,None,0,35816.167495860056,481.79109382466254,0,1,3,0
20,42331.76485353222,PhD,631.3226900147765,150.63136907496138,10,Electronics,North,0,4,10.367625600830191,None,1,24785.101717930815,550.9162438202768,3,0,0,0
18,35155.92769612129,Bachelor,703.8178884678109,234.01315344158505,5,Clothing,South,1,6,19.79752585324821,Platinum,0,20269.68742185031,1707.7644909380351,1,1,1,3
22,48113.19619850528,Bachelor,705.2735079583314,126.32794743089903,4,Clothing,West,1,6,10.011557018175752,Silver,1,22862.60527881401,575.4774496475052,1,1,3,1
43,50835.87368433042,PhD,733.010495374944,204.4238166192198,10,Clothing,West,0,5,21.683368318591512,Platinum,1,27679.22326516835,987.96349378917,3,1,3,3
31,66412.87277706423,Bachelor,817.983001945554,233.51543756020234,5,Home,North,0,4,12.13716580422853,Gold,0,39893.36263555882,2280.259885610504,1,2,0,2
56,24613.03055427771,Master,699.6207983589384,174.30880993566763,4,Sports,North,1,7,13.241043559284922,None,0,8788.51250555476,1980.9962077876621,2,3,0,0
44,72943.2547919092,Master,654.551818714625,212.78478282474282,8,Clothing,South,1,3,12.87037604009666,Platinum,0,35611.09060569423,2412.1096155594983,2,1,1,3
26,47629.88152131516,Bachelor,678.7212843904002,127.79505760365409,4,Sports,West,1,6,17.987263381083938,None,0,17793.16466149449,2528.6580202616287,1,3,3,0
32,43596.7839507887,Master,591.5462047555441,184.5041540227965,10,Electronics,North,1,5,24.22059775840562,Platinum,0,23297.71263390386,3284.993927175845,2,0,0,3
32,34818.434371097486,High School,645.2643434455471,245.76621271919169,6,Electronics,South,0,2,15.074166939823598,None,0,18441.756192037323,2321.4333721121457,0,0,1,0
43,25177.14992201346,PhD,659.5358780943448,211.77297207263257,2,Clothing,South,1,5,14.945479234252192,Gold,1,13992.922941161452,3174.880982539793,3,1,1,2
59,62347.55875942872,High School,653.7955801032704,156.01015478270483,5,Electronics,North,0,1,12.133657069803911,None,0,26249.483367098474,2160.1745032987887,0,0,0,0
30,51099.76950782606,PhD,687.6177436016861,216.81623032180948,6,Sports,West,0,3,6.863267632583119,Gold,0,29437.71315340171,2330.4300619467385,3,3,3,2
68,30650.58650388419,Bachelor,638.87900338089,253.59573429774633,5,Home,East,1,6,12.632384742981781,Gold,1,14955.407606918996,2499.9205798036996,1,2,2,2
49,30573.818419045758,High School,736.0515333662236,46.25440410668915,2,Clothing,East,1,6,8.704986885331149,Platinum,0,19554.398354146833,2279.658001022344,0,1,2,3
56,44963.229510648074,Bachelor,680.0103532459099,286.9305548716923,7,Electronics,South,1,12,5.5634201784063055,Platinum,0,19532.94509719731,2239.275478941442,1,0,1,3
66,75035.32287934089,Bachelor,679.5349839430693,174.7808945989196,4,Sports,East,0,3,14.61501843524021,Platinum,1,40989.714220170696,3926.5837689086616,1,3,2,3
69,46106.12972954593,PhD,663.6052641743541,231.91174499301727,8,Sports,East,0,4,12.287023958127271,Gold,1,25358.2220675595,2829.1962124960082,3,3,2,2
49,27452.855703228408,PhD,687.759534192949,289.7935192733921,7,Electronics,North,0,3,21.88286216661781,Silver,1,21409.6821780684,1547.7125767759853,3,0,0,1
21,46313.85403871084,PhD,721.2549132333818,97.12447270771506,7,Sports,South,0,4,10.721988890961295,Silver,0,22655.377530666123,4282.524969029844,3,3,1,1
47,45909.146453784946,High School,636.643489214455,146.791924817934,9,Sports,West,1,0,18.351837029367594,Gold,1,19180.191557318994,1608.8469276998217,0,3,3,2
54,9546.700355876426,Master,647.0941755462371,178.35884780932213,1,Clothing,South,0,7,18.254113262093945,Gold,0,2444.417878046589,2016.3713612247568,2,1,1,2
40,49185.577002232814,PhD,664.8136985611668,141.21848591566788,10,Sports,North,0,7,21.685665475997904,Platinum,1,19191.188381086988,1129.3692568046458,3,3,0,3
56,46535.98204686983,PhD,612.7064538263393,330.12024318776065,6,Electronics,East,1,3,14.078871034864422,Platinum,0,19812.631867506985,2750.7125316280676,3,0,2,3
62,60443.095472201276,High School,639.0371070139252,135.74209296299054,6,Clothing,West,0,4,21.595212166806295,Platinum,1,18598.585616891294,3764.635536179311,0,1,3,3
32,77734.34142418018,PhD,656.188956322767,158.333991538485,6,Electronics,South,0,6,17.80473349050041,Silver,1,45831.0021100573,451.23458475104235,3,0,1,1
60,66898.47544321636,High School,723.7194590356364,215.32917737022325,6,Home,East,1,4,20.696423151114292,Silver,1,42199.47696879238,1782.6290805527087,0,2,2,1
